,Facility.Name,Facility.City,Facility.State,Facility.Type,Rating.Overall,Rating.Mortality,Rating.Safety,Rating.Readmission,Rating.Experience,Rating.Effectiveness,Rating.Timeliness,Rating.Imaging
1492,Regional Medical Center,Manchester,IA,Proprietary,4,Same,,Above,Above,Same,Same,Same
1493,Washington County Hospital And Clinics,Washington,IA,Unknown,4,Same,,Same,Above,,,Same
1494,Osceola Community Hospital,Sibley,IA,Private,4,Same,,Same,Above,,,
1495,Sioux Center Health,Sioux Center,IA,Private,4,,,Above,Same,Same,Above,
1496,Floyd County Medical Center,Charles City,IA,Unknown,4,Same,,Above,Above,Same,Above,Same
1497,Clarke County Hospital,Osceola,IA,Unknown,-1,,,,,,Above,Same
1498,Virginia Gay Hospital,Vinton,IA,Private,-1,Same,,Same,,,,
1499,Stewart Memorial Community Hospital,Lake City,IA,Private,4,,,Above,Above,,Above,
1500,Avera Holy Family Hospital,Estherville,IA,Church,-1,Same,,Same,,,,
1501,Clarinda Regional Health Center,Clarinda,IA,Unknown,2,Same,,Same,,,Above,
1502,Kossuth Regional Health Center,Algona,IA,Government,3,Same,,Same,Same,,Above,Same
1503,Horn Memorial Hospital,Ida Grove,IA,Private,3,,,Same,,Same,Above,
1504,Knoxville Hospital & Clinics,Knoxville,IA,Private,2,Same,,Same,,Same,Above,
1505,Henry County Health Center,Mount Pleasant,IA,Government,4,Same,,Above,Above,,,
1506,Palo Alto County Hospital,Emmetsburg,IA,Government,-1,,,Same,,,,
1507,Wayne County Hospital,Corydon,IA,Government,4,Same,,Same,Above,,,
1508,Burgess Health Center,Onawa,IA,Private,4,Same,,Above,Above,Same,Above,Same
1509,Orange City Area Health System,Orange City,IA,Unknown,4,Same,,Above,Above,,Same,
1510,Van Diest Medical Center,Webster City,IA,Government,3,Same,,Below,Above,Same,Same,Same
1511,Cherokee Regional Medical Center,Cherokee,IA,Private,3,Same,,Same,Same,,,
1512,Montgomery County Memorial Hospital,Red Oak,IA,Government,5,Same,,Above,Above,,,
1513,Jefferson County Health Center,Fairfield,IA,Government,4,Same,,Above,Above,,,Same
1514,Greater Regional Medical Center,Creston,IA,Government,5,,,Above,Above,Same,Above,Same
1515,Shenandoah Medical Center,Shenandoah,IA,Private,3,,,Same,,Same,Above,
1516,Pella Regional Health Center,Pella,IA,Unknown,4,Same,,Above,Above,Same,Above,Below
1517,Floyd Valley Healthcare,Le Mars,IA,Proprietary,4,Same,,Above,Above,,,
1518,Crawford County Memorial Hospital,Denison,IA,Unknown,3,Same,,Above,Same,,,
1519,Loring Hospital,Sac City,IA,Private,4,Same,,Above,,Same,Above,Same
1520,Winneshiek Medical Center,Decorah,IA,Government,3,Same,,Above,Above,Same,Above,Same
1521,Boone County Hospital,Boone,IA,Government,2,Same,,Below,Same,,Same,Same
1522,Ringgold County Hospital,Mount Ayr,IA,Government,-1,,,Same,,,,
1523,Myrtue Medical Center,Harlan,IA,Unknown,4,Same,,Same,Above,Same,Same,
1524,Buena Vista Regional Medical Center,Storm Lake,IA,Government,3,Same,,Above,Above,Same,Same,
1525,Cass County Memorial Hospital,Atlantic,IA,Government,3,Same,,Above,Same,Same,Above,
1526,Mercy Medical Center-centerville,Centerville,IA,Private,-1,Same,,Same,,,,
1527,Mercy Medical Center-dyersville,Dyersville,IA,Private,-1,,,,,,,
1528,Mahaska  Health Partnership,Oskaloosa,IA,Government,3,Same,,Above,Above,,,Below
1529,Hansen Family Hospital,Iowa Falls,IA,Government,3,Same,,Same,,,Same,Same
1530,Sanford Sheldon Medical Center,Sheldon,IA,Private,3,Same,,Same,,,Same,
1531,Via Christi Hospital Pittsburg Inc,Pittsburg,KS,Private,2,Below,Below,Above,Same,Same,Above,Below
1532,Saint John Hospital,Leavenworth,KS,Unknown,4,Same,,Same,Above,Same,Above,
1533,Salina Regional Health Center,Salina,KS,Private,3,Same,Below,Above,Same,Same,Above,Same
1534,Hays Medical Center,Hays,KS,Unknown,3,Same,Below,Above,Above,Same,Above,Below
1535,Ransom Memorial Hospital,Ottawa,KS,Government,4,Same,Same,Above,Same,Same,Above,Same
1536,University Of Kansas Hlth System St Francis Campus,Topeka,KS,Church,4,Same,Above,Above,Same,Same,Above,Same
1537,Susan B Allen Memorial Hospital,El Dorado,KS,Private,3,Below,Above,Below,Above,Same,Above,Same
1538,Hutchinson Regional Medical Center Inc,Hutchinson,KS,Proprietary,3,Below,Below,Above,Below,Same,Above,Above
1539,St Catherine Hospital,Garden City,KS,Private,2,Same,Below,Same,Below,Below,Above,Below
1540,Pratt Regional Medical Center,Pratt,KS,Private,4,Same,Below,Above,Above,Same,Above,Below
1541,Sumner Regional Medical Center,Wellington,KS,Government,3,,,Same,,Below,Above,
1542,University Of Kansas Hospital,Kansas City,KS,Government,5,Above,Above,Below,Above,Same,Below,Same
1543,Olathe Medical Center,Olathe,KS,Private,1,Same,Below,Below,Same,Same,Same,Same
1544,Mercy Hospital-fort Scott,Fort Scott,KS,Church,3,Same,,Same,Same,Same,Same,Same
1545,Southwest Medical Center,Liberal,KS,Government,2,Same,Below,Above,Below,Same,Above,Same
1546,Geary Community Hospital,Junction City,KS,Government,3,Same,Same,Above,Same,Same,Above,Same
1547,"Mercy Hospital, Inc",Moundridge,KS,Church,4,,,Above,,Same,Above,
1548,Stormont Vail Hospital,Topeka,KS,Private,4,Same,Above,Above,Same,Same,Same,Same
1549,Newton Medical Center,Newton,KS,Private,5,Same,Same,Above,Above,Same,Above,Same
1550,Shawnee Mission Medical Center,Shawnee Mission,KS,Church,4,Same,Same,Above,Above,Same,Same,Same
1551,Mcpherson Hospital Inc,Mcpherson,KS,Private,3,Same,,Same,Above,Same,Above,
1552,Miami County Medical Center,Paola,KS,Private,4,Same,,Same,Above,Same,Above,Same
1553,Bob Wilson Memorial Grant County Hospital,Ulysses,KS,Government,-1,,,,,Same,Above,
1554,Labette Health,Parsons,KS,Government,3,Same,Below,Above,Above,Same,Above,Same
1555,"Via Christi Hospitals Wichita, Inc",Wichita,KS,Church,2,Below,Same,Above,Below,Below,Same,Below
1556,Wesley Medical Center,Wichita,KS,Proprietary,4,Below,Above,Above,Same,Above,Above,Same
1557,Saint Luke's Cushing Hospital,Leavenworth,KS,Private,3,Same,,Below,Same,Same,Same,
1558,Lawrence Memorial Hospital,Lawrence,KS,Government,4,Below,Above,Above,Above,Above,Above,Above
1559,"Via Christi Hospital Manhattan, Inc",Manhattan,KS,Church,2,Below,Below,Above,Same,Same,Above,Same
1560,"Coffeyville Regional Medical Center, Inc",Coffeyville,KS,Government,3,Same,Above,Above,Same,Same,Above,Same
1561,Providence Medical Center,Kansas City,KS,Church,5,Above,Above,Below,Below,Same,Above,Same
1562,South Central Ks  Med Center,Arkansas City,KS,Government,2,Same,,Same,Same,Same,Above,Below
1563,Morton County Hospital,Elkhart,KS,Government,3,Same,,Same,,Same,Above,
1564,Western Plains Medical Complex,Dodge City,KS,Proprietary,2,Same,Above,Above,Below,Same,Above,Same
1565,Overland Park Reg Med Ctr,Overland Park,KS,Proprietary,2,Same,Same,Below,Same,Same,Above,Same
1566,Menorah Medical Center,Overland Park,KS,Unknown,3,Same,Above,Below,Below,Same,Above,Same
1567,Kansas Surgery & Recovery Center,Wichita,KS,Unknown,-1,,,,Above,,,
1568,Saint Luke's South Hospital,Overland Park,KS,Unknown,5,Same,Above,Above,Above,Same,Same,Same
1569,Kansas Heart Hospital,Wichita,KS,Proprietary,5,Same,Above,Above,Above,,,
1570,Salina Surgical Hospital,Salina,KS,Unknown,5,,,Above,Above,Same,,
1571,Kansas City Orthopaedic Institute,Leawood,KS,Unknown,-1,,,,Above,,,
1572,Manhattan Surgical Hospital Llc,Manhattan,KS,Unknown,5,,,Same,Above,Same,,
1573,University  Of Ks Hlth System Great Bend Campus,Great Bend,KS,Proprietary,3,Same,Above,Same,Same,Below,Above,Below
1574,Doctors Hospital Llc,Leawood,KS,Proprietary,-1,,,,,,,
1575,"Kansas Spine & Specialty Hospital, Llc",Wichita,KS,Unknown,-1,,,,Above,,,
1576,Kansas Medical Center Llc,Andover,KS,Proprietary,4,Same,Above,Above,Above,Same,Above,Below
1577,"Summit Surgical, Llc",Hutchinson,KS,Unknown,-1,,,,,,,
1578,Minimally Invasive Surgery Hospital,Lenexa,KS,Proprietary,-1,,,,,,,
1579,"Via Christi Hospital Wichita St Teresa, Inc",Wichita,KS,Church,4,Same,Below,Above,Above,Same,Above,Below
1580,"Blue Valley Hospital, Inc",Overland Park,KS,Proprietary,-1,,,,Above,,,
1581,Premier Surgical Institute,Galena,KS,Government,5,,,Above,Above,Below,,
1582,Grisell Memorial Hospital,Ransom,KS,Government,-1,,,,,,,
1583,Ellinwood District Hospital,Ellinwood,KS,Government,-1,,,,,,,
1584,Oswego Community Hospital,Oswego,KS,Proprietary,-1,,,,,,,
1585,Lane County Hospital,Dighton,KS,Unknown,-1,,,,,,,
1586,Ashland Health Center,Ashland,KS,Unknown,-1,,,,,,,
1587,Wichita County Health Center,Leoti,KS,Government,-1,,,,,Same,Same,
1588,Rawlins County Health Center,Atwood,KS,Unknown,-1,,,Same,,,,
1589,Mercy Hospital Columbus,Columbus,KS,Church,-1,,,,,Same,Same,
1590,Jewell County Hospital,Mankato,KS,Government,-1,,,,,,,
1591,Cheyenne County Hospital,St Francis,KS,Private,-1,,,Same,,,,
1592,Rooks County Health Center,Plainville,KS,Government,-1,,,Same,,,,
1593,Comanche County Hospital,Coldwater,KS,Government,-1,,,,,,,
1594,Kearny County Hospital,Lakin,KS,Government,-1,,,,Same,,,
1595,F W Huston Medical Center,Winchester,KS,Private,-1,,,,,,,
1596,Nemaha Valley Community Hospital,Seneca,KS,Private,3,,,Same,,Same,Above,Same
1597,Anderson County Hospital,Garnett,KS,Private,-1,,,,,Same,Same,
1598,Edwards County Hospital,Kinsley,KS,Government,-1,,,,,Same,Above,
1599,Sedan City Hospital,Sedan,KS,Government,-1,,,,,,,
1600,Holton Community Hospital,Holton,KS,Private,4,,,Same,,Same,Same,Same
1601,Horton Community Hospital,Horton,KS,Proprietary,-1,,,,,,,
1602,Meade District Hospital,Meade,KS,Government,3,,,Same,,,Above,Same
1603,Hamilton County Hospital,Syracuse,KS,Government,-1,,,,,,,
1604,Stafford County Hospital,Stafford,KS,Unknown,-1,,,,,,,
1605,Satanta District Hospital,Satanta,KS,Government,-1,,,,,,,
1606,Graham County Hospital,Hill City,KS,Government,-1,,,Same,,,Above,
1607,Logan County Hospital,Oakley,KS,Government,-1,,,,,,,
1608,Ellsworth County Medical Center,Ellsworth,KS,Government,-1,Same,,Below,,,,
1609,Ottawa County Health Center,Minneapolis,KS,Unknown,-1,,,,,,Above,
1610,Sumner County Hospital District No 1,Caldwell,KS,Government,-1,,,,,,,
1611,Hospital District #1 Of Rice County,Lyons,KS,Government,-1,,,Same,,,,
1612,Kiowa District Hospital,Kiowa,KS,Government,-1,,,,,,,
1613,Kiowa County Memorial Hospital,Greensburg,KS,Government,-1,,,,,,,
1614,Clara Barton Hospital,Hoisington,KS,Private,4,,,Above,,Same,Above,
1615,Medicine Lodge Memorial Hospital,Medicine Lodge,KS,Government,-1,,,,,,,
1616,Stevens County Hospital,Hugoton,KS,Government,-1,,,,,,,
1617,Ness County Hospital District #2,Ness City,KS,Government,-1,,,,,,Above,
1618,Wamego Health Center,Wamego,KS,Unknown,4,,,Same,,,Same,Same
1619,Sabetha Community Hospital,Sabetha,KS,Private,4,,,Above,,Same,Above,
1620,Greenwood County Hospital,Eureka,KS,Government,3,Same,,Same,Above,Same,Above,
1621,Herington Municipal Hospital,Herington,KS,Government,-1,,,Same,,,,
1622,Hiawatha Community Hospital,Hiawatha,KS,Private,4,Same,,Same,Above,,Above,Below
1623,Rush County Memorial Hospital,La Crosse,KS,Government,-1,,,,,,,
1624,Stanton County Hospital,Johnson,KS,Government,-1,,,,,,,
1625,Wilson Medical Center,Neodesha,KS,Government,3,Same,,Same,,Same,Above,
1626,Pawnee Valley Community Hospital,Larned,KS,Government,4,,,Above,,Same,Same,
1627,Anthony Medical Center,Anthony,KS,Government,-1,,,,,,,
1628,Sheridan County Hospital,Hoxie,KS,Government,-1,,,,,Same,Above,
1629,Norton County Hospital,Norton,KS,Government,-1,,,,,Same,Above,
1630,Cloud County Health Center,Concordia,KS,Private,-1,Same,,Below,,,,
1631,Russell Regional Hospital,Russell,KS,Private,-1,,,Same,,,,
1632,Washington County Hospital,Washington,KS,Government,-1,,,,,,,
1633,Decatur County Hospital,Oberlin,KS,Government,-1,,,,,Same,Same,
1634,Phillips County Health Systems,Phillipsburg,KS,Government,-1,,,Same,,,,
1635,"Community Hospital, Onaga And St Marys Campus",Onaga,KS,Government,4,Same,,Above,,Same,Above,Same
1636,Trego County Lemke Memorial Hospital,Wa Keeney,KS,Government,-1,Same,,Same,,,,
1637,St Luke Hospital & Living Center,Marion,KS,Government,-1,,,,,Same,Above,
1638,Hillsboro Community Hospital,Hillsboro,KS,Proprietary,-1,,,,,,,
1639,Lindsborg Community Hospital,Lindsborg,KS,Private,-1,,,,,,,
1640,Greeley County Health Services,Tribune,KS,Government,3,Same,,Same,,,Above,
1641,Lincoln County Hospital,Lincoln,KS,Government,-1,,,,,,,
1642,Republic County Hospital,Belleville,KS,Private,3,Same,,Below,Same,,,
1643,Citizens Medical Center,Colby,KS,Private,3,Same,,Same,Same,,,
1644,"Community Memorial Healthcare, Inc",Marysville,KS,Private,-1,Same,,Same,,,,
1645,Osborne County Memorial Hospital,Osborne,KS,Government,-1,,,,,,,
1646,Hanover Hospital,Hanover,KS,Government,-1,,,,,,,
1647,Gove County Medical Center,Quinter,KS,Unknown,3,Same,,Same,,Same,Above,
1648,Minneola District Hospital Nbr 2,Minneola,KS,Government,-1,,,Same,,,,
1649,Hodgeman County Health Center,Jetmore,KS,Government,-1,,,,,,,
1650,Goodland Regional Medical Center,Goodland,KS,Government,3,Same,,Same,,Same,Above,
1651,Clay County Medical Center,Clay Center,KS,Government,2,Same,,Below,Above,Same,Above,Below
1652,Scott County Hospital,Scott City,KS,Private,-1,Same,,Same,,,,
1653,Allen County Regional Hospital,Iola,KS,Government,2,Same,,Same,,,Above,
1654,Fredonia Regional Hospital,Fredonia,KS,Government,-1,,,Above,,,,
1655,Mitchell County Hospital Health Systems,Beloit,KS,Government,3,Same,,Below,Above,,Above,Same
1656,Girard Medical Center,Girard,KS,Government,3,Same,,Same,,Same,Above,
1657,Smith County Memorial Hospital,Smith Center,KS,Government,4,,,Same,Above,Same,Above,
1658,Kingman Community Hospital,Kingman,KS,Private,3,Same,,Same,,Same,Above,Same
1659,Morris County Hospital,Council Grove,KS,Government,-1,Same,,Above,,,,
1660,Neosho Memorial Regional Medical Center,Chanute,KS,Government,3,Same,,Below,Above,Same,Above,Same
1661,Memorial Hospital,Abilene,KS,Government,-1,Same,,Above,,,,
1662,Atchison Hospital,Atchison,KS,Private,3,Same,,Same,Above,,,
1663,William Newton Hospital,Winfield,KS,Government,3,Same,,Same,Above,Same,Above,Below
1664,Newman Regional Health,Emporia,KS,Government,3,Same,,Same,Same,Same,Above,Same
1665,Coffey County Hospital,Burlington,KS,Government,4,Same,,Above,Above,Same,,
1666,Children's Mercy Hospital Kansas,Overland Park,KS,Private,-1,,,,,,,
1667,St Elizabeth Ft Thomas,Fort Thomas,KY,Private,3,Same,Same,Below,Above,Same,Same,Above
1668,Whitesburg Arh Hospital,Whitesburg,KY,Unknown,3,Same,Above,Below,Above,Same,Above,Same
1669,Owensboro Health Muhlenberg Community Hospital,Greenville,KY,Private,4,Same,Above,Above,Above,Same,Above,Same
1670,Highlands Regional Medical Center,Prestonsburg,KY,Proprietary,1,Same,Below,Below,Below,Same,Below,Same
1671,King's Daughters' Medical Center,Ashland,KY,Private,2,Same,Same,Below,Same,Same,Below,Same
1672,Saint Joseph Hospital,Lexington,KY,Church,2,Same,Below,Above,Below,Same,Below,Above
1673,Saint Joseph London,London,KY,Private,4,Same,Above,Above,Same,Same,Below,Same
1674,Hardin Memorial Hospital,Elizabethtown,KY,Government,3,Same,Below,Above,Same,Below,Below,Same
1675,The Medical Center At Bowling Green,Bowling Green,KY,Private,1,Same,Below,Below,Same,Same,Below,Above
1676,Jewish Hospital - Shelbyville,Shelbyville,KY,Private,3,Same,Same,Same,Same,Same,Same,Same
1677,T J Samson Community Hospital,Glasgow,KY,Unknown,2,Below,Below,Above,Below,Same,Same,Below
1678,St Claire Regional Medical Center,Morehead,KY,Government,2,Same,Below,Below,Same,Same,Above,Above
1679,Meadowview Regional Medical Center,Maysville,KY,Proprietary,3,Same,Above,Above,Same,Same,Above,Below
1680,Middlesboro Appalachian Regional Healthcare Hospit,Middlesboro,KY,Private,3,Same,Same,Below,Same,Same,Same,Same
1681,Southeastern Ky Medical Center,Pineville,KY,Private,4,Same,,Same,,Same,Above,
1682,Spring View Hospital,Lebanon,KY,Proprietary,3,Same,Same,Same,Same,Same,Same,Same
1683,Flaget Memorial Hospital,Bardstown,KY,Private,3,Same,Below,Above,Same,Same,Same,Same
1684,Murray-calloway County Hospital,Murray,KY,Unknown,2,Same,Same,Same,Same,Below,Same,Same
1685,Hazard Arh Regional Medical Center,Hazard,KY,Private,2,Same,Above,Below,Below,Same,Below,Same
1686,St Elizabeth Medical Center North,Edgewood,KY,Church,4,Above,Above,Below,Above,Same,Same,Above
1687,Our Lady Of Bellefonte Hospital,Ashland,KY,Private,2,Same,Below,Below,Above,Same,Above,Same
1688,Owensboro Health Regional Hospital,Owensboro,KY,Private,3,Below,Below,Above,Same,Same,Above,Below
1689,Jewish Hospital & St Mary's Healthcare,Louisville,KY,Private,2,Above,Below,Below,Below,Below,Below,Above
1690,Memorial Hospital,Manchester,KY,Church,4,Same,,Below,Above,Same,Same,Same
1691,Pikeville Medical Center,Pikeville,KY,Private,1,Same,Below,Below,Same,Above,Above,Below
1692,St Elizabeth Florence,Florence,KY,Private,3,Same,Above,Below,Below,Same,Same,Same
1693,Bourbon Community Hospital,Paris,KY,Proprietary,3,,,Same,Same,Same,Above,Same
1694,Ephraim Mcdowell Regional Medical Center,Danville,KY,Private,3,Same,Same,Same,Same,Same,Same,Same
1695,Baptist Health Richmond,Richmond,KY,Private,4,Below,Above,Above,Above,Same,Same,Same
1696,Harlan Arh Hospital,Harlan,KY,Unknown,2,Same,Above,Below,Below,Same,Above,Below
1697,Jennie Stuart Medical Center,Hopkinsville,KY,Private,2,Below,Below,Same,Same,Same,Same,Same
1698,Fleming County Hospital,Flemingsburg,KY,Unknown,3,Same,,Above,Below,Same,Above,Below
1699,Methodist Hospital,Henderson,KY,Church,2,Same,Below,Below,Same,Same,Same,Same
1700,Saint Joseph Mount Sterling,Mount Sterling,KY,Private,3,Same,Below,Above,Same,Same,Same,Same
1701,Logan Memorial Hospital,Russellville,KY,Proprietary,4,Same,,Above,Above,Same,Above,Same
1702,University Of Kentucky Hospital,Lexington,KY,Government,1,Below,Below,Below,Same,Same,Below,Above
1703,Tug Valley Arh Regional Medical Center,South Williamson,KY,Proprietary,2,Same,Same,Below,Same,Same,Same,Same
1704,Twin Lakes Regional Medical Center,Leitchfield,KY,Unknown,4,Same,Above,Same,Same,Same,Above,Same
1705,Paul B Hall Regional Medical Center,Paintsville,KY,Proprietary,3,Same,Same,Same,Below,Same,Same,Same
1706,Harrison Memorial Hospital,Cynthiana,KY,Unknown,2,Below,,Below,Above,Same,Above,Same
1707,Baptist Health Corbin,Corbin,KY,Private,2,Same,Below,Below,Same,Same,Same,Same
1708,Taylor Regional Hospital,Campbellsville,KY,Government,4,Same,Same,Above,Same,Same,Same,Below
1709,Norton Hospital / Norton Healthcare Pavilion / Nor,Louisville,KY,Private,2,Same,Below,Below,Same,Below,Below,Below
1710,Clark Regional Medical Center,Winchester,KY,Proprietary,3,Same,Above,Above,Same,Same,Above,Same
1711,Baptist Health Madisonville,Madisonville,KY,Private,2,Below,Same,Below,Same,Same,Same,Same
1712,Crittenden Health System,Marion,KY,Proprietary,3,Same,,Same,Same,Same,Above,
1713,Georgetown Community Hospital,Georgetown,KY,Proprietary,4,Same,,Above,Above,Same,Above,Same
1714,Lourdes Hospital,Paducah,KY,Church,3,Below,Above,Below,Same,Same,Same,Below
1715,Baptist Health Lexington,Lexington,KY,Unknown,4,Same,Above,Above,Above,Same,Below,Same
1716,Baptist Health Paducah,Paducah,KY,Church,3,Below,Above,Above,Above,Same,Same,Below
1717,Monroe County Medical Center,Tompkinsville,KY,Unknown,3,Same,,Below,Above,Same,Above,Same
1718,The Medical Center At Albany,Albany,KY,Private,2,Same,,Same,,Same,Above,
1719,Rockcastle Regional Hospital & Respiratory Care Ct,Mount Vernon,KY,Private,4,Same,,Below,Above,Same,Above,Same
1720,Jackson Purchase Medical Center,Mayfield,KY,Government,4,Same,Above,Above,Same,Same,Above,Same
1721,Tristar Greenview Regional Hospital,Bowling Green,KY,Proprietary,3,Same,Above,Below,Same,Same,Above,Same
1722,Frankfort Regional Medical Center,Frankfort,KY,Proprietary,2,Same,Above,Below,Below,Above,Above,Same
1723,Three Rivers Medical Center,Louisa,KY,Proprietary,3,Same,Same,Below,Above,Same,Same,Same
1724,Baptist Health Louisville,Louisville,KY,Private,2,Below,Below,Above,Above,Same,Same,Above
1725,Lake Cumberland Regional Hospital,Somerset,KY,Proprietary,1,Below,Below,Below,Below,Same,Same,Below
1726,Baptist Health La Grange,La Grange,KY,Private,3,Same,Below,Same,Above,Same,Same,Same
1727,Kentucky River Medical Center,Jackson,KY,Unknown,2,Same,,Below,Same,Same,Above,
